image_name,piece_value,piece_type,area,bbox_x,bbox_y,bbox_w,bbox_h
1.png_mask.png,1,rook,5074.0,338,104,79,124
1.png_mask.png,2,rook,5698.0,1120,109,85,123
1.png_mask.png,3,pawn,3764.5,477,124,58,99
1.png_mask.png,4,pawn,3467.5,1025,138,62,97
1.png_mask.png,5,knight,5595.5,335,203,89,108
1.png_mask.png,6,knight,6149.5,1136,213,95,107
1.png_mask.png,7,pawn,3888.5,1034,218,66,98
1.png_mask.png,8,pawn,3889.0,467,221,60,97
1.png_mask.png,9,bishop,6002.5,342,285,81,124
1.png_mask.png,10,bishop,5852.0,1146,297,91,121
1.png_mask.png,11,pawn,4006.5,1034,318,68,93
1.png_mask.png,12,pawn,4254.0,454,321,65,95
1.png_mask.png,13,king,9572.5,294,353,108,170
1.png_mask.png,14,king,9976.5,1155,365,131,160
1.png_mask.png,15,pawn,4263.5,453,420,65,93
1.png_mask.png,16,pawn,4076.5,1036,421,69,92
1.png_mask.png,17,queen,10016.5,270,471,119,153
1.png_mask.png,18,queen,9713.5,1173,488,128,147
1.png_mask.png,19,pawn,4381.5,1069,525,76,92
1.png_mask.png,20,pawn,4387.5,442,526,67,93
1.png_mask.png,21,bishop,6923.0,1203,622,105,113
1.png_mask.png,22,bishop,6897.5,287,627,93,114
1.png_mask.png,23,pawn,4585.5,445,648,69,92
1.png_mask.png,24,pawn,4668.5,1083,651,76,91
1.png_mask.png,25,pawn,4982.0,427,772,76,90
1.png_mask.png,26,knight,6650.5,1214,774,118,96
1.png_mask.png,27,knight,6695.0,253,775,110,102
1.png_mask.png,28,pawn,4912.5,1101,783,82,89
1.png_mask.png,29,rook,8769.5,1241,896,125,110
1.png_mask.png,30,rook,8546.5,252,910,113,113
1.png_mask.png,31,pawn,5271.5,1111,910,87,86
1.png_mask.png,32,pawn,5181.0,419,932,79,87
10.png_mask.png,1,rook,6141.5,340,107,79,129
10.png_mask.png,2,rook,5788.5,1121,112,85,124
10.png_mask.png,3,pawn,2669.0,478,128,59,87
10.png_mask.png,4,pawn,3464.5,1027,142,62,97
10.png_mask.png,5,bishop,5723.5,485,194,70,125
10.png_mask.png,6,knight,5334.0,1141,207,76,122
10.png_mask.png,7,pawn,3787.5,591,221,59,98
10.png_mask.png,8,pawn,3890.5,1036,221,66,98
10.png_mask.png,9,bishop,5851.0,1155,294,92,116
10.png_mask.png,10,knight,4777.5,562,296,69,118
10.png_mask.png,11,pawn,3988.5,1036,321,69,93
10.png_mask.png,12,pawn,4120.5,455,324,64,95
10.png_mask.png,13,king,10032.0,297,356,112,172
10.png_mask.png,14,king,9899.5,1165,365,127,157
10.png_mask.png,15,bishop,5908.5,914,411,78,116
10.png_mask.png,16,pawn,4315.0,454,424,66,93
10.png_mask.png,17,pawn,4016.5,798,426,63,93
10.png_mask.png,18,queen,10023.5,271,474,120,153
10.png_mask.png,19,queen,9379.0,1052,481,114,147
10.png_mask.png,20,pawn,4139.0,811,531,64,92
10.png_mask.png,21,pawn,4381.0,579,538,67,94
10.png_mask.png,22,bishop,6931.5,300,624,94,116
10.png_mask.png,23,knight,6368.0,968,638,87,112
10.png_mask.png,24,pawn,4628.5,446,652,70,92
10.png_mask.png,25,pawn,4535.0,1087,655,75,91
10.png_mask.png,26,knight,6488.0,289,769,88,118
10.png_mask.png,27,pawn,5164.5,429,775,76,93
10.png_mask.png,28,pawn,4908.5,1104,787,82,90
10.png_mask.png,29,rook,8739.5,1242,904,123,112
10.png_mask.png,30,rook,8690.0,252,915,114,113
10.png_mask.png,31,pawn,5262.0,1114,916,88,86
10.png_mask.png,32,pawn,5184.0,420,937,79,87
11.png_mask.png,1,rook,6124.5,340,108,79,129
11.png_mask.png,2,rook,5716.0,1121,112,86,124
11.png_mask.png,3,pawn,3014.0,479,129,58,93
11.png_mask.png,4,pawn,3452.0,1027,142,62,97
11.png_mask.png,5,bishop,5700.0,477,202,69,124
11.png_mask.png,6,knight,6095.5,1136,216,95,108
11.png_mask.png,7,pawn,3859.0,590,222,59,97
11.png_mask.png,8,pawn,3886.5,1037,222,66,98
11.png_mask.png,9,bishop,5877.0,1155,295,93,115
11.png_mask.png,10,knight,6315.5,588,317,75,111
11.png_mask.png,11,pawn,3994.5,1036,321,69,94
11.png_mask.png,12,pawn,4108.0,455,325,65,94
11.png_mask.png,13,king,9685.0,290,352,110,170
11.png_mask.png,14,king,10084.5,1160,364,131,160
11.png_mask.png,15,bishop,5901.0,914,412,78,116
11.png_mask.png,16,pawn,4315.5,454,425,66,92
11.png_mask.png,17,pawn,4024.0,799,427,62,93
