image_name,piece_value,piece_type,area,bbox_x,bbox_y,bbox_w,bbox_h
59.png_mask.png,1,rook,6218.5,334,108,80,128
59.png_mask.png,2,bishop,5082.5,907,111,65,122
59.png_mask.png,3,pawn,3818.0,473,128,59,100
59.png_mask.png,4,pawn,3625.5,1022,141,62,97
59.png_mask.png,5,pawn,3674.5,585,222,59,95
59.png_mask.png,6,pawn,3930.5,917,230,61,100
59.png_mask.png,7,knight,6221.5,572,310,76,109
59.png_mask.png,8,pawn,4063.0,474,315,63,95
59.png_mask.png,9,pawn,3967.5,915,328,63,94
59.png_mask.png,10,queen,9219.5,683,477,87,154
59.png_mask.png,11,rook,7448.0,288,510,95,124
59.png_mask.png,12,queen,9756.0,936,610,108,145
59.png_mask.png,13,pawn,4700.0,1081,654,77,92
59.png_mask.png,14,king,12305.5,1197,721,155,144
59.png_mask.png,15,rook,7726.0,409,775,97,116
59.png_mask.png,16,pawn,4542.5,821,781,70,90
59.png_mask.png,17,pawn,4672.5,710,794,71,91
59.png_mask.png,18,king,10709.0,833,877,102,143
59.png_mask.png,19,pawn,4970.5,546,923,76,89
59.png_mask.png,20,pawn,5070.5,978,923,80,88
58.png_mask.png,1,rook,6184.0,338,105,80,128
58.png_mask.png,2,bishop,5088.5,913,107,65,122
58.png_mask.png,3,pawn,3822.5,477,125,59,99
58.png_mask.png,4,pawn,3660.5,1028,137,62,98
58.png_mask.png,5,pawn,3744.0,590,219,59,96
58.png_mask.png,6,pawn,3934.5,924,227,60,100
58.png_mask.png,7,knight,6228.5,576,307,77,109
58.png_mask.png,8,pawn,4260.0,478,313,65,96
58.png_mask.png,9,pawn,3988.0,922,325,62,94
58.png_mask.png,10,queen,9196.0,688,475,87,153
58.png_mask.png,11,rook,7543.5,291,508,96,125
58.png_mask.png,12,queen,9696.0,942,608,107,145
58.png_mask.png,13,pawn,4638.0,1088,652,77,92
58.png_mask.png,14,king,12343.0,1203,720,155,144
58.png_mask.png,15,bishop,7229.0,424,770,89,114
58.png_mask.png,16,pawn,4612.5,826,779,71,92
58.png_mask.png,17,pawn,4648.0,715,792,71,92
58.png_mask.png,18,king,10774.5,839,876,102,143
58.png_mask.png,19,rook,8163.5,394,912,104,111
58.png_mask.png,20,pawn,5095.0,550,921,76,90
58.png_mask.png,21,pawn,5088.0,985,922,79,88
52.png_mask.png,1,rook,6193.0,339,106,80,128
52.png_mask.png,2,bishop,5224.0,909,108,70,126
52.png_mask.png,3,pawn,3800.0,478,126,58,99
52.png_mask.png,4,pawn,3658.5,1026,138,63,98
52.png_mask.png,5,pawn,3727.0,590,219,59,96
52.png_mask.png,6,pawn,3913.5,923,228,60,99
52.png_mask.png,7,knight,6210.5,560,305,77,108
52.png_mask.png,8,pawn,4083.0,479,313,63,94
52.png_mask.png,9,pawn,4031.0,920,326,63,94
52.png_mask.png,10,rook,6812.5,454,396,81,123
52.png_mask.png,11,queen,9450.0,805,476,91,151
52.png_mask.png,12,queen,9492.0,569,483,89,154
52.png_mask.png,13,rook,7484.0,292,507,96,125
52.png_mask.png,14,pawn,4146.5,701,528,63,93
52.png_mask.png,15,pawn,4559.0,1087,651,76,91
52.png_mask.png,16,knight,12846.5,1212,707,159,148
52.png_mask.png,17,pawn,4979.0,1104,784,83,90
52.png_mask.png,18,pawn,4418.0,714,791,72,87
52.png_mask.png,19,king,10870.0,692,875,99,145
52.png_mask.png,20,pawn,5097.0,550,920,76,90
52.png_mask.png,21,pawn,5041.0,983,920,80,88
52.png_mask.png,22,bishop,7857.0,235,927,106,108
55.png_mask.png,1,rook,6124.0,339,104,80,128
55.png_mask.png,2,bishop,5203.5,909,106,70,126
55.png_mask.png,3,pawn,3744.0,478,124,58,99
55.png_mask.png,4,pawn,3613.0,1026,136,63,97
55.png_mask.png,5,pawn,3546.5,590,217,59,100
55.png_mask.png,6,pawn,3913.0,922,226,61,99
55.png_mask.png,7,knight,5613.0,578,300,71,109
55.png_mask.png,8,pawn,4058.5,479,310,63,95
55.png_mask.png,9,pawn,3999.0,921,324,62,94
55.png_mask.png,10,rook,6856.5,454,396,81,121
55.png_mask.png,11,queen,9468.5,569,481,88,154
55.png_mask.png,12,rook,7476.5,292,505,96,124
55.png_mask.png,13,pawn,4152.0,700,526,65,93
55.png_mask.png,14,queen,9696.5,941,606,108,145
55.png_mask.png,15,pawn,4661.0,1086,650,77,91
55.png_mask.png,16,king,12257.0,1202,717,155,143
55.png_mask.png,17,pawn,4553.0,826,776,70,91
55.png_mask.png,18,pawn,4627.0,715,789,71,91
55.png_mask.png,19,king,10709.0,838,873,102,142
55.png_mask.png,20,pawn,4924.5,551,918,75,88
55.png_mask.png,21,pawn,5061.0,983,919,80,87
55.png_mask.png,22,bishop,7520.0,262,923,107,102
