image_name,piece_value,piece_type,area,bbox_x,bbox_y,bbox_w,bbox_h
IMG_6268.jpg_mask.png,1,rook,6469.5,1180,94,81,130
IMG_6268.jpg_mask.png,2,pawn,3749.5,1081,129,60,101
IMG_6268.jpg_mask.png,3,rook,5853.0,396,132,83,125
IMG_6268.jpg_mask.png,4,pawn,3680.5,539,156,57,99
IMG_6268.jpg_mask.png,5,bishop,5541.5,746,214,65,124
IMG_6268.jpg_mask.png,6,pawn,4080.0,1080,224,63,98
IMG_6268.jpg_mask.png,7,pawn,3520.0,490,247,64,95
IMG_6268.jpg_mask.png,8,bishop,5543.5,373,311,86,122
IMG_6268.jpg_mask.png,9,knight,4736.5,628,299,67,122
IMG_6268.jpg_mask.png,10,pawn,4368.0,1097,316,66,101
IMG_6268.jpg_mask.png,11,pawn,3620.5,516,327,64,97
IMG_6268.jpg_mask.png,12,king,11190.0,1217,356,128,167
IMG_6268.jpg_mask.png,13,king,10424.5,327,364,127,175
IMG_6268.jpg_mask.png,14,queen,9113.5,477,379,101,158
IMG_6268.jpg_mask.png,15,pawn,4477.0,846,424,65,100
IMG_6268.jpg_mask.png,16,pawn,4333.5,733,430,64,98
IMG_6268.jpg_mask.png,17,pawn,5278.0,1152,616,75,100
IMG_6268.jpg_mask.png,18,bishop,6725.5,862,639,79,118
IMG_6268.jpg_mask.png,19,queen,11375.0,995,743,108,152
IMG_6268.jpg_mask.png,20,pawn,5297.0,1112,754,77,98
IMG_6268.jpg_mask.png,21,knight,7740.0,311,765,110,112
IMG_6268.jpg_mask.png,22,pawn,4812.0,745,796,72,94
IMG_6268.jpg_mask.png,23,rook,10463.5,1328,892,131,124
IMG_6268.jpg_mask.png,24,rook,9197.0,246,911,125,114
IMG_6268.jpg_mask.png,25,pawn,5468.5,416,949,89,86
IMG_6268.jpg_mask.png,26,pawn,5662.5,1164,950,87,90
